codigo_ocorrencia2,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
77395,PRONJ,AVIÃO,AIRBUS INDUSTRIE,A319-115,A319,JATO,BIMOTOR,75500,2012.0,REGULAR,CONGONHAS,SANTOS DUMONT,DESCIDA,LEVE,0
77398,PRRBA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1907,1977.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,DESTRUÍDA,1
77399,PTBKR,AVIÃO,CESSNA AIRCRAFT,150J,C150,PISTÃO,MONOMOTOR,726,1969.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,RETA FINAL,NENHUM,0
77401,PTKLG,AVIÃO,CESSNA AIRCRAFT,A150M,C150,PISTÃO,MONOMOTOR,726,1975.0,INSTRUÇÃO,PRESIDENTE PRUDENTE,GOVERNADOR JOSÉ RICHA,CRUZEIRO,LEVE,0
77402,PPCHB,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,1977.0,INSTRUÇÃO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,TÁXI,NENHUM,0
77404,PUFFC,ULTRALEVE,EDRA INDUSTRIA AERONAUTICA LTDA,SUPER PETREL LS,ULAC,PISTÃO,MONOMOTOR,600,2009.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
77407,PTORU,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,1984.0,PARTICULAR,ITAITUBA,ITAITUBA,MANOBRA,DESTRUÍDA,5
77413,PRLTL,***,***,***,***,***,SEM TRAÇÃO,0,0.0,PARTICULAR,AGRICENTER,ESTÂNCIA SANTA MARIA,DECOLAGEM,DESTRUÍDA,0
77414,PRTTW,AVIÃO,BOEING COMPANY,727-225,B722,JATO,TRIMOTOR,88360,1980.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,AFONSO PENA,CRUZEIRO,NENHUM,0
77421,PRSMF,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,1633,2009.0,PARTICULAR,JUSCELINO KUBITSCHECK,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CRUZEIRO,NENHUM,0
77424,PRMPE,ANFÍBIO,CESSNA AIRCRAFT,208 ANFIBIO,C208,TURBOÉLICE,MONOMOTOR,3792,2009.0,PARTICULAR,EDUARDO GOMES,FORA DE AERODROMO,POUSO,SUBSTANCIAL,1
77429,PUNRY,ULTRALEVE,NILSON ROBERTO YAMAÃ‡AKE,VENTURA,ULAC,PISTÃO,MONOMOTOR,600,2011.0,EXPERIMENTAL,BARRA DO VENTO,PISTA DE POUSO  NÃO HOMOLOGADA,CRUZEIRO,SUBSTANCIAL,0
77431,PPNPC,AVIÃO,CESSNA AIRCRAFT,650,C650,JATO,BIMOTOR,9530,1984.0,PARTICULAR,SÍLVIO NAME JÚNIOR,SÃO BORJA,DECOLAGEM,LEVE,0
77437,PRGPF,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,1997.0,PARTICULAR,TEIXEIRA DE FREITAS,ZUMBI DOS PALMARES,CRUZEIRO,NENHUM,0
77438,PTMUH,AVIÃO,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,346544,2012.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ANTONIO CARLOS JOBIM / GALEÃO,TÁXI,LEVE,0
77439,PRXLX,***,***,***,***,***,SEM TRAÇÃO,0,0.0,INSTRUÇÃO,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,DECOLAGEM,SUBSTANCIAL,0
77441,PTJVL,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,1974.0,PARTICULAR,CAMPO DE MARTE,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,SUBSTANCIAL,0
77446,PRSSK,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,3000,2006.0,TÁXI AÉREO,CAMPO DE MARTE,CONGONHAS,APROXIMAÇÃO FINAL,NENHUM,0
77447,PTLSC,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,1633,1980.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,DESTRUÍDA,1
77449,PTOLZ,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,4082,1981.0,PARTICULAR,GOVERNADOR JOSÉ RICHA,FORA DE AERODROMO,SUBIDA,NENHUM,0
77450,PTGOC,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1976.0,ESPECIALIZADA,SOLAG - SOL E LUA AVIAÇÃO AGRÍCOLA,AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN,SUBIDA,DESTRUÍDA,0
77452,PTDDB,AVIÃO,BEECH AIRCRAFT,E33A,BE33,PISTÃO,MONOMOTOR,1497,1960.0,PARTICULAR,TANGARÁ DA SERRA,PROFESSOR ERIBERTO MANOEL REINO,ARREMETIDA NO AR,SUBSTANCIAL,3
77454,PPGEM,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1991.0,INSTRUÇÃO,RESENDE,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,SUBSTANCIAL,0
77470,PTWLE,AVIÃO,MAULE AIRCRAFT,M-6-235,M6,PISTÃO,MONOMOTOR,1134,1990.0,PARTICULAR,FORMOSA,BARRA DO GARÇAS,CORRIDA APÓS POUSO,SUBSTANCIAL,0
77475,PTKAM,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1974.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,***,0
77483,PTOTG,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4694,1985.0,PARTICULAR,CAMPO DE MARTE,LEITE LOPES,SUBIDA,NENHUM,0
77487,PPFGQ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1988.0,INSTRUÇÃO,BACACHERI,BACACHERI,DECOLAGEM,SUBSTANCIAL,0
77492,PPBRV,AVIÃO,PIPER AIRCRAFT,PA-42,PAY3,TURBOÉLICE,BIMOTOR,5080,1981.0,TÁXI AÉREO,SANTA GENOVEVA/GOIÂNIA,EURICO DE AGUIAR SALLES,POUSO,LEVE,0
77494,PREJJ,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,760,1982.0,INSTRUÇÃO,BARTOLOMEU DE GUSMÃO,BARTOLOMEU DE GUSMÃO,APROXIMAÇÃO FINAL,NENHUM,0
77495,PTEOS,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,1542,1977.0,TÁXI AÉREO,FORA DE AERODROMO,TARAUACÁ,CRUZEIRO,SUBSTANCIAL,0
77498,PPBVA,HELICÓPTERO,AGUSTA,AW109SP,A109,TURBOEIXO,BIMOTOR,3175,2011.0,PARTICULAR,HELICIDADE,HELICIDADE,OPERAÇÃO DE SOLO,LEVE,0
77498,PRPIN,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,3000,2009.0,PARTICULAR,HELICIDADE,SANTOS DUMONT,TÁXI,LEVE,0
77501,PTEUX,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,3630,1979.0,TÁXI AÉREO,GOVERNADOR JOSÉ RICHA,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,NENHUM,0
77502,PTWHE,AVIÃO,BEECH AIRCRAFT,400A,BE40,JATO,BIMOTOR,7303,1993.0,TÁXI AÉREO,EURICO DE AGUIAR SALLES,MUCURI,CORRIDA APÓS POUSO,LEVE,0
77503,PRLLE,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2011.0,PARTICULAR,PATOS DE MINAS,PATOS DE MINAS,POUSO,LEVE,0
77504,PTYAP,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1981.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CRUZEIRO,NENHUM,0
77505,PTRHM,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,P28T,PISTÃO,MONOMOTOR,1247,1980.0,PARTICULAR,NOVO HAMBURGO,NOVO HAMBURGO,DECOLAGEM,SUBSTANCIAL,0
77507,PREPA,AVIÃO,CESSNA AIRCRAFT,172N,C172,PISTÃO,MONOMOTOR,1043,1979.0,INSTRUÇÃO,BACACHERI,BACACHERI,CORRIDA APÓS POUSO,LEVE,0
77510,PRCCM,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,0.0,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,MÁRIO RIBEIRO,CRUZEIRO,NENHUM,0
77513,PRTTP,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,88360,1978.0,REGULAR,AFONSO PENA,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,NENHUM,0
77515,PRGIU,AVIÃO,BOEING COMPANY,737-809,B738,JATO,BIMOTOR,79000,1998.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,NENHUM,0
77521,PTWXX,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,1633,2013.0,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,CATALÃO,POUSO,LEVE,0
77522,PTJPW,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,1974.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,***,1
77524,PPFXH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1988.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CRUZEIRO,NENHUM,0
77535,PPNIK,AVIÃO,CESSNA AIRCRAFT,A185E,C185,PISTÃO,MONOMOTOR,1481,1969.0,PARTICULAR,FORA DE AERODROMO,PROFESSOR URBANO ERNESTO STUMPF,POUSO,LEVE,0
77536,PREGT,AVIÃO,EMBRAER,ERJ-170-200,E75L,JATO,BIMOTOR,380790,0.0,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,ESPECIALIZADA,LEVE,0
77537,PPBSV,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2013.0,PARTICULAR,LAURO CARNEIRO DE LOYOLA,CARLOS ALBERTO DA COSTA NEVES,SUBIDA,NENHUM,0
77542,PPXUV,***,***,***,***,***,SEM TRAÇÃO,0,0.0,EXPERIMENTAL,BRIGADEIRO ARARIPE MACEDO,SENADOR NILO COELHO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
77544,PTNRR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711B,P28R,PISTÃO,MONOMOTOR,1248,1979.0,TÁXI AÉREO,BREVES,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,CRUZEIRO,SUBSTANCIAL,0
77550,PTKLG,AVIÃO,CESSNA AIRCRAFT,A150M,C150,PISTÃO,MONOMOTOR,726,1975.0,INSTRUÇÃO,HERCÍLIO LUZ,14 BIS,CRUZEIRO,NENHUM,0
77552,PPCIS,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,2011.0,PARTICULAR,CHÁCARA PARAÍSO,CHÁCARA PARAÍSO,APROXIMAÇÃO FINAL,LEVE,0
77553,PTLQA,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,1981.0,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,ANGRA DOS REIS,DECOLAGEM,NENHUM,0
77554,PTKKK,AVIÃO,CESSNA AIRCRAFT,T210L,C210,PISTÃO,MONOMOTOR,1724,1974.0,PARTICULAR,ORIXIMINÁ,PIQUIATUBA,CRUZEIRO,SUBSTANCIAL,0
77556,PRAZC,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,2008.0,REGULAR,SANTOS DUMONT,AFONSO PENA,DESCIDA,NENHUM,0
77565,PTNTO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711B,P28R,PISTÃO,MONOMOTOR,1248,1979.0,PARTICULAR,MARECHAL RONDON,AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN,POUSO,LEVE,0
77568,PTNVH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1980.0,PARTICULAR,CARLOS PRATES,FAZENDA IROHY,CRUZEIRO,LEVE,0
77569,PTRPV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1982.0,PARTICULAR,ARAPONGAS,FAZENDA CONCÓRDIA,CRUZEIRO,NENHUM,0
77571,PPGOB,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1993.0,INSTRUÇÃO,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,CORRIDA APÓS POUSO,NENHUM,0
77572,PUAAK,ULTRALEVE,***,IPE-06,ULAC,PISTÃO,MONOMOTOR,480,1992.0,EXPERIMENTAL,RANCHO VILLELA,RANCHO VILLELA,POUSO,SUBSTANCIAL,0
77573,PPMLN,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,1998.0,PARTICULAR,ARAGUAÍNA,SANTA GENOVEVA/GOIÂNIA,CORRIDA APÓS POUSO,NENHUM,0
77575,PTRUF,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1983.0,PARTICULAR,***,JUARA SUL,DESCIDA,NENHUM,0
77576,PRZRR,***,***,***,***,***,SEM TRAÇÃO,0,0.0,EXPERIMENTAL,SANTA GENOVEVA/GOIÂNIA,TITO TEIXEIRA,VOO A BAIXA ALTURA,DESTRUÍDA,1
77580,PTWYT,AVIÃO,MITSUBISHI,MU-2B-36A,MU2,TURBOÉLICE,BIMOTOR,5250,1978.0,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,BARREIRAS,CRUZEIRO,NENHUM,0
77581,PTKOL,AVIÃO,CESSNA AIRCRAFT,150M,C150,PISTÃO,MONOMOTOR,726,1975.0,INSTRUÇÃO,MÁRIO RIBEIRO,MÁRIO RIBEIRO,CIRCUITO DE TRÁFEGO,LEVE,0
77586,PUFJP,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,PELICAN 500 BR,ULAC,PISTÃO,MONOMOTOR,600,2005.0,EXPERIMENTAL,CAMPO DE MARTE,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,TÁXI,NENHUM,0
77587,PROCQ,***,***,***,***,***,SEM TRAÇÃO,78000,0.0,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,DEPUTADO LUÍS EDUARDO MAGALHÃES,SUBIDA,LEVE,0
77594,PPGEV,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1992.0,INSTRUÇÃO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,CORRIDA APÓS POUSO,LEVE,0
77595,PUFHL,ULTRALEVE,***,KOLBFLYER SS,ULAC,PISTÃO,MONOMOTOR,598,2008.0,EXPERIMENTAL,JOÃO MONTEIRO,JOÃO MONTEIRO,DECOLAGEM,LEVE,0
77602,PTLDV,AVIÃO,CESSNA AIRCRAFT,P210N,P210,PISTÃO,MONOMOTOR,1814,0.0,PARTICULAR,FLORES,FLORES,CORRIDA APÓS POUSO,SUBSTANCIAL,0
77603,SABYA,***,***,***,***,***,SEM TRAÇÃO,0,0.0,***,ANTONIO CARLOS JOBIM / GALEÃO,ANTONIO CARLOS JOBIM / GALEÃO,SUBIDA,NENHUM,0
77607,PUZBO,ULTRALEVE,VERA LUCIA NICIOLI,RV-9A,ULAC,PISTÃO,MONOMOTOR,750,2013.0,EXPERIMENTAL,PORTO SEGURO,EURICO DE AGUIAR SALLES,DECOLAGEM,NENHUM,0
77608,PTUDW,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1988.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
77610,PPSCF,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,4377,1979.0,PARTICULAR,ANTONIO CARLOS JOBIM / GALEÃO,SOROCABA,POUSO,LEVE,0
77612,PUXXX12,TRIKE,***,***,***,***,SEM TRAÇÃO,0,0.0,***,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
77614,PRAVQ,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,2011.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,NENHUM,0
77616,PUCHO,ULTRALEVE,CARLOS HENRIQUE FONSECA DE OLIVEIRA,FOX V-5 SUPER,ULAC,PISTÃO,MONOMOTOR,420,2010.0,EXPERIMENTAL,FLY CLUB,FLY CLUB,CRUZEIRO,LEVE,0
77617,PRDVE,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1540,2007.0,PARTICULAR,DOURADOS,CAMPO GRANDE,CORRIDA APÓS POUSO,LEVE,0
77622,PROCI,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,78000,0.0,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,ANTONIO CARLOS JOBIM / GALEÃO,DESCIDA,LEVE,0
77627,PTETB,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,1978.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,TÁXI,LEVE,0
77630,PTWNU,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1975.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
77631,PTDIV,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,2003.0,PARTICULAR,FRANCISCO DE ASSIS,CARLOS PRATES,POUSO,LEVE,0
77632,PRTTW,AVIÃO,BOEING COMPANY,727-225,B722,JATO,TRIMOTOR,88360,1980.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,CRUZEIRO,NENHUM,0
77636,PRSKK,***,***,***,***,***,SEM TRAÇÃO,0,0.0,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,DECOLAGEM,SUBSTANCIAL,0
77637,PTKDN,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,1974.0,PARTICULAR,ERECHIM,SALGADO FILHO,CRUZEIRO,NENHUM,0
77638,PTWKV,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1976.0,AGRÍCOLA,FAZENDA CERRADÃO,FAZENDA CERRADÃO,ESPECIALIZADA,SUBSTANCIAL,0
77639,PRNAS,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1814,1973.0,AGRÍCOLA,FAZENDA CERRADÃO,FAZENDA CERRADÃO,POUSO,SUBSTANCIAL,0
77640,PUHCJ,ULTRALEVE,***,ML 400T,ULAC,PISTÃO,MONOMOTOR,390,1992.0,EXPERIMENTAL,CATULEVE,CATULEVE,SUBIDA,SUBSTANCIAL,0
77641,PRAQM,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2013.0,REGULAR,TANCREDO NEVES,VITÓRIA DA CONQUISTA,CRUZEIRO,NENHUM,0
77642,PPMVS,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,2001.0,INSTRUÇÃO,JOÃO MONTEIRO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
77649,PRJAO,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1996,1980.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
77650,PPHOJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B-1,PAUL,PISTÃO,MONOMOTOR,587,1962.0,INSTRUÇÃO,FRANCISCO DE ASSIS,FRANCISCO DE ASSIS,POUSO,SUBSTANCIAL,0
77653,PUFSZ,AVIÃO,PARADISE INDUSTRIA AERONÁUTICA LTDA,PARADISE P1 LSA,***,PISTÃO,SEM TRAÇÃO,600,2016.0,EXPERIMENTAL,GUARAPARI,JOÃO MONTEIRO,POUSO,SUBSTANCIAL,0
77656,PTWYQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1983.0,TÁXI AÉREO,CORUMBÁ,CAMPO GRANDE,POUSO,LEVE,0
77657,PRARH,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,2016.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
77660,PRSER,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,2006.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
77661,PPYBA,AVIÃO,BOEING COMPANY,737-4K5,***,***,SEM TRAÇÃO,68000,0.0,NÃO REGULAR,FORA DE AERODROMO,EURICO DE AGUIAR SALLES,APROXIMAÇÃO FINAL,LEVE,0
77663,PTWZP,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1997,1980.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
77666,PRSUB,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1812,1973.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
77667,PTOQX,AVIÃO,LAVIASA,PA-25-260,PA25,PISTÃO,MONOMOTOR,1315,1992.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,1
77670,PTAVO,AVIÃO,BEECH AIRCRAFT,F35,BE35,PISTÃO,MONOMOTOR,1247,1955.0,PARTICULAR,FORA DE AERODROMO,PRESIDENTE JOÃO BATISTA FIGUEIREDO,DECOLAGEM,DESTRUÍDA,3
77672,PRGAT,AVIÃO,THRUSH AIRCRAFT,S2R-T34,SS2T,TURBOÉLICE,MONOMOTOR,2722,2012.0,PARTICULAR,FAZENDA MIMOSO S/A,FAZENDA MIMOSO S/A,CORRIDA APÓS POUSO,SUBSTANCIAL,0
77673,PPHOG,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B-1,PAUL,PISTÃO,MONOMOTOR,660,1961.0,INSTRUÇÃO,SERAFIN ENOSS BERTASO,LAURO KURTZ,CORRIDA APÓS POUSO,LEVE,0
77675,PTWUL,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1974.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
77676,PRAXA,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2011.0,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,MAESTRO WILSON FONSECA,DECOLAGEM,NENHUM,0
77678,PPHLI,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,2003.0,ESPECIALIZADA,GUARARAPES - GILBERTO FREYRE,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,DESTRUÍDA,3
77679,PUEAP,ULTRALEVE,AEROALCOOL TECNOLOGIA LTDA,AA-155 QUASARLITE II,ZZZZ,PISTÃO,MONOMOTOR,500,2013.0,EXPERIMENTAL,AEROCLUBE DE PASSO FUNDO,AEROCLUBE DE PASSO FUNDO,SUBIDA,SUBSTANCIAL,0
77680,PUXXX14,***,***,***,***,***,SEM TRAÇÃO,0,0.0,***,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,SUBSTANCIAL,0
77682,PRAYN,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,MAESTRO WILSON FONSECA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,NENHUM,0
77684,PTWUX,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1497,1973.0,AGRÍCOLA,ARROIO GRANDE,PISTA DE POUSO EVENTUAL,CORRIDA APÓS POUSO,SUBSTANCIAL,0
77685,PRTNO,AVIÃO,AIR TRACTOR,AT-402A,AT3T,TURBOÉLICE,MONOMOTOR,3175,2017.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
77686,PTJKY,AVIÃO,CESSNA AIRCRAFT,310Q,C310,PISTÃO,BIMOTOR,2404,1973.0,PARTICULAR,GARIBALDI,GARIBALDI,POUSO,SUBSTANCIAL,0
77687,PTURM,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,2004.0,PARTICULAR,FORA DE AERODROMO,DOUTOR RAMALHO FRANCO,ESPECIALIZADA,DESTRUÍDA,1
77688,PTRPK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1982.0,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,CORRIDA APÓS POUSO,LEVE,0
77689,PRMLP,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,2009.0,PARTICULAR,JUARA SUL,JUARA SUL,CORRIDA APÓS POUSO,LEVE,0
77690,PUADD,ULTRALEVE,***,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,0.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,2
