codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,Dia,Mes,Ano
60793,INCIDENTE GRAVE,LAGOA DA CONFUSÃO,TO,****,19/02/2016,10:30:00,19,02,2016
60792,ACIDENTE,ÁLVARES MACHADO,SP,SDEM,20/02/2016,13:30:00,20,02,2016
65237,ACIDENTE,PORTO MURTINHO,MS,SDWU,20/02/2016,14:20:00,20,02,2016
60784,INCIDENTE,JUNDIAÍ,SP,SBJD,21/02/2016,15:40:00,21,02,2016
60837,INCIDENTE,ITATIBA,SP,****,22/02/2016,11:00:00,22,02,2016
60787,INCIDENTE,BRASÍLIA,DF,SBBR,23/02/2016,09:30:00,23,02,2016
61014,INCIDENTE GRAVE,AMAJARI,RR,****,24/02/2016,05:48:00,24,02,2016
60805,INCIDENTE,SALGUEIRO,PE,SNSG,25/02/2016,12:25:00,25,02,2016
60867,INCIDENTE,SÃO SEBASTIÃO DO PARAÍSO,MG,****,25/02/2016,20:40:00,25,02,2016
60802,ACIDENTE,JAGUAPITÃ,PR,****,26/02/2016,14:30:00,26,02,2016
60811,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,28/02/2016,22:48:00,28,02,2016
60819,INCIDENTE,SÃO PAULO,SP,SBSP,01/03/2016,14:15:00,01,03,2016
60846,INCIDENTE,BRASÍLIA,DF,SBBR,02/03/2016,14:00:00,02,03,2016
60836,INCIDENTE,PORTO ALEGRE,RS,SBPA,03/03/2016,03:14:00,03,03,2016
60844,ACIDENTE,AMERICANA,SP,SDAI,03/03/2016,20:20:00,03,03,2016
60845,ACIDENTE,ÁGUA CLARA,MS,****,04/03/2016,10:30:00,04,03,2016
60861,ACIDENTE,COLÍDER,MT,SIKC,04/03/2016,19:30:00,04,03,2016
60849,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,05/03/2016,09:30:00,05,03,2016
60857,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,06/03/2016,17:20:00,06,03,2016
60847,INCIDENTE,BRASÍLIA,DF,SBBR,07/03/2016,14:57:00,07,03,2016
60841,INCIDENTE,MARINGÁ,PR,SBMG,08/03/2016,09:35:00,08,03,2016
60853,INCIDENTE,SÃO PAULO,SP,SBMT,09/03/2016,16:10:00,09,03,2016
60864,INCIDENTE GRAVE,CONQUISTA D'OESTE,MT,****,09/03/2016,09:00:00,09,03,2016
65448,INCIDENTE,COARI,AM,SBUY,09/03/2016,14:29:00,09,03,2016
60869,INCIDENTE,CAMPINAS,SP,SBKP,11/03/2016,22:02:00,11,03,2016
60872,ACIDENTE,SALTO DE PIRAPORA,SP,SDBN,12/03/2016,16:30:00,12,03,2016
60862,ACIDENTE,PALMEIRA DAS MISSÕES,RS,****,13/03/2016,14:40:00,13,03,2016
60877,INCIDENTE,SÃO PAULO,SP,SBGR,13/03/2016,16:50:00,13,03,2016
60881,ACIDENTE,CRISTALÂNDIA,TO,****,13/03/2016,19:00:00,13,03,2016
65831,INCIDENTE,VITÓRIA,ES,SBVT,13/03/2016,21:47:00,13,03,2016
60870,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,15/03/2016,10:15:00,15,03,2016
60883,ACIDENTE,ULIANÓPOLIS,PA,****,15/03/2016,20:00:00,15,03,2016
60903,INCIDENTE,LONDRINA,PR,SBLO,15/03/2016,20:08:00,15,03,2016
60878,INCIDENTE,BRASÍLIA,DF,SBBR,16/03/2016,22:00:00,16,03,2016
60949,ACIDENTE,JABORANDI,BA,****,17/03/2016,09:20:00,17,03,2016
60892,ACIDENTE,OEIRAS,PI,****,18/03/2016,19:30:00,18,03,2016
60897,ACIDENTE,CARACARAÍ,RR,SWQI,18/03/2016,18:30:00,18,03,2016
60917,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,18/03/2016,16:27:00,18,03,2016
60882,ACIDENTE,SÃO PAULO,SP,****,19/03/2016,18:23:00,19,03,2016
60894,ACIDENTE,BEBERIBE,CE,####,19/03/2016,13:30:00,19,03,2016
60924,ACIDENTE,SÃO CARLOS,SP,SDSC,20/03/2016,21:45:00,20,03,2016
60914,INCIDENTE,CAMPINAS,SP,SBKP,21/03/2016,10:13:00,21,03,2016
60922,ACIDENTE,JAGUARIPE,BA,****,21/03/2016,12:45:00,21,03,2016
60904,INCIDENTE,BELÉM,PA,SBBE,22/03/2016,14:10:00,22,03,2016
60925,ACIDENTE,DENISE,MT,****,22/03/2016,18:20:00,22,03,2016
60929,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,23/03/2016,22:45:00,23,03,2016
60936,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,24/03/2016,14:50:00,24,03,2016
60991,ACIDENTE,JAURU,MT,****,24/03/2016,19:30:00,24,03,2016
60930,INCIDENTE GRAVE,ARARAS,SP,SDAA,25/03/2016,12:50:00,25,03,2016
60944,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,25/03/2016,13:40:00,25,03,2016
60954,ACIDENTE,FEIRA DE SANTANA,BA,SBFE,26/03/2016,16:00:00,26,03,2016
60927,INCIDENTE GRAVE,PORTO DE MOZ,PA,****,27/03/2016,00:26:00,27,03,2016
60948,INCIDENTE,PIRACICABA,SP,SDPW,27/03/2016,16:35:00,27,03,2016
60951,ACIDENTE,SÃO PAULO,SP,SBMT,27/03/2016,18:35:00,27,03,2016
60956,ACIDENTE,SALTO DE PIRAPORA,SP,SDBN,27/03/2016,16:30:00,27,03,2016
60947,ACIDENTE,LUIZ ALVES,SC,****,30/03/2016,10:00:00,30,03,2016
60972,INCIDENTE,GOIÂNIA,GO,SBNV,01/04/2016,20:30:00,01,04,2016
60955,ACIDENTE,TATUÍ,SP,SDTF,02/04/2016,18:50:00,02,04,2016
60966,INCIDENTE,IBITINGA,SP,SDIG,02/04/2016,13:00:00,02,04,2016
60980,ACIDENTE,BARREIRINHAS,MA,SSRS,02/04/2016,14:12:00,02,04,2016
60976,INCIDENTE GRAVE,VILA VELHA,ES,****,03/04/2016,19:30:00,03,04,2016
60988,INCIDENTE,PARAGOMINAS,PA,****,03/04/2016,12:00:00,03,04,2016
60974,ACIDENTE,MACAPÁ,AP,****,04/04/2016,10:14:00,04,04,2016
60981,ACIDENTE,LUCAS DO RIO VERDE,MT,SDYF,04/04/2016,12:30:00,04,04,2016
60975,ACIDENTE,AMAJARI,RR,SWAQ,05/04/2016,16:05:00,05,04,2016
60997,ACIDENTE,BALSAS,MA,****,06/04/2016,10:05:00,06,04,2016
60983,ACIDENTE,UIRAMUTÃ,RR,SJLO,09/04/2016,19:30:00,09,04,2016
60984,ACIDENTE,TATUÍ,SP,SDTF,09/04/2016,15:14:00,09,04,2016
60998,INCIDENTE,BELO HORIZONTE,MG,SBPR,09/04/2016,19:00:00,09,04,2016
61004,INCIDENTE,JOÃO PINHEIRO,MG,SNYS,11/04/2016,18:00:00,11,04,2016
60992,INCIDENTE,GUARULHOS,SP,SBGR,12/04/2016,11:30:00,12,04,2016
60994,INCIDENTE,SÃO PAULO,SP,SBMT,13/04/2016,19:40:00,13,04,2016
61001,ACIDENTE,SANTA TEREZINHA DE ITAIPU,PR,SWIT,13/04/2016,16:15:00,13,04,2016
61015,ACIDENTE,PEDRA PRETA,MT,****,13/04/2016,21:00:00,13,04,2016
60996,INCIDENTE,SÃO PAULO,SP,SBSP,14/04/2016,10:06:00,14,04,2016
61000,INCIDENTE,SÃO PAULO,SP,SBSP,14/04/2016,19:42:00,14,04,2016
61002,INCIDENTE,BELO HORIZONTE,MG,SBBH,14/04/2016,13:50:00,14,04,2016
61006,INCIDENTE,JUNDIAÍ,SP,SBJD,14/04/2016,19:35:00,14,04,2016
61009,INCIDENTE,FORTALEZA,CE,SBFZ,16/04/2016,20:35:00,16,04,2016
61007,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBFS,18/04/2016,19:30:00,18,04,2016
65200,ACIDENTE,PORTO MURTINHO,MS,****,18/04/2016,14:30:00,18,04,2016
61003,ACIDENTE,BOA VISTA,RR,****,19/04/2016,10:08:00,19,04,2016
61008,INCIDENTE GRAVE,PONTA GROSSA,PR,****,19/04/2016,15:10:00,19,04,2016
61010,ACIDENTE,MANAUS,AM,SWFN,21/04/2016,20:00:00,21,04,2016
61012,ACIDENTE,PORTO SEGURO,BA,SBTV,21/04/2016,14:40:00,21,04,2016
61033,INCIDENTE GRAVE,ANGRA DOS REIS,RJ,SDAG,21/04/2016,16:45:00,21,04,2016
61043,INCIDENTE,ANGRA DOS REIS,RJ,SDAG,21/04/2016,19:50:00,21,04,2016
61011,INCIDENTE,MANAUS,AM,SBEG,22/04/2016,15:57:00,22,04,2016
61042,ACIDENTE,RIO DE JANEIRO,RJ,####,22/04/2016,14:50:00,22,04,2016
61070,INCIDENTE GRAVE,REDENÇÃO,PA,SNDC,22/04/2016,18:30:00,22,04,2016
61031,ACIDENTE,PIRAQUARA,PR,SISY,25/04/2016,13:58:00,25,04,2016
65192,INCIDENTE,CURITIBA,PR,SBBI,25/04/2016,18:00:00,25,04,2016
61025,INCIDENTE,RECIFE,PE,SBRF,26/04/2016,23:30:00,26,04,2016
61051,ACIDENTE,ARENÁPOLIS,MT,****,26/04/2016,19:30:00,26,04,2016
61030,INCIDENTE,BREVES,PA,SNVS,27/04/2016,15:12:00,27,04,2016
61037,INCIDENTE,PORTO ALEGRE,RS,SBPA,27/04/2016,19:15:00,27,04,2016
61052,INCIDENTE,SÃO PAULO,SP,SBSP,28/04/2016,23:13:00,28,04,2016
61073,ACIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,28/04/2016,13:30:00,28,04,2016
61080,INCIDENTE,BRASÍLIA,DF,SBBR,28/04/2016,18:48:00,28,04,2016
65186,ACIDENTE,GUAPÉ,MG,****,30/04/2016,18:00:00,30,04,2016
61053,ACIDENTE,VIAMÃO,RS,****,01/05/2016,16:15:00,01,05,2016
61079,ACIDENTE,PONTA GROSSA,PR,SBPG,01/05/2016,19:15:00,01,05,2016
61071,ACIDENTE,SANTOS,SP,****,02/05/2016,15:12:00,02,05,2016
65180,INCIDENTE,PORTO ALEGRE,RS,SBPA,04/05/2016,02:40:00,04,05,2016
61075,INCIDENTE,CAJAMAR,SP,****,05/05/2016,19:00:00,05,05,2016
65190,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,06/05/2016,20:24:00,06,05,2016
65185,INCIDENTE,RECIFE,PE,SBRF,10/05/2016,11:24:00,10,05,2016
65198,INCIDENTE GRAVE,CACOAL,RO,SSKW,13/05/2016,19:19:00,13,05,2016
65202,INCIDENTE,UBERLÂNDIA,MG,SBUL,13/05/2016,12:20:00,13,05,2016
65203,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,14/05/2016,12:30:00,14,05,2016
65229,INCIDENTE,PORTO ALEGRE,RS,SBPA,15/05/2016,15:30:00,15,05,2016
65210,ACIDENTE,AVARÉ,SP,****,16/05/2016,15:00:00,16,05,2016
65218,ACIDENTE,UNAÍ,MG,****,17/05/2016,11:30:00,17,05,2016
65259,ACIDENTE,IMBUIA,SC,****,23/05/2016,13:00:00,23,05,2016
65244,ACIDENTE,GOIANÁ,MG,****,26/05/2016,18:10:00,26,05,2016
65272,INCIDENTE,FORTALEZA,CE,SBFZ,26/05/2016,14:20:00,26,05,2016
66342,INCIDENTE,ANÁPOLIS,GO,SWNS,27/05/2016,18:00:00,27,05,2016
65255,ACIDENTE,CORUMBAÍBA,GO,****,29/05/2016,16:30:00,29,05,2016
65270,INCIDENTE GRAVE,CAMPO MAGRO,PR,****,02/06/2016,14:15:00,02,06,2016
65262,INCIDENTE,CAMPO GRANDE,MS,SBCG,03/06/2016,18:20:00,03,06,2016
65290,INCIDENTE,VOLTA REDONDA,RJ,****,03/06/2016,13:00:00,03,06,2016
65275,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,04/06/2016,13:00:00,04,06,2016
65288,INCIDENTE,IMPERATRIZ,MA,SBIZ,06/06/2016,15:55:00,06,06,2016
65293,INCIDENTE GRAVE,JUAZEIRO DO NORTE,CE,SBJU,06/06/2016,07:10:00,06,06,2016
65289,INCIDENTE GRAVE,MARABÁ,PA,SBMA,07/06/2016,12:53:00,07,06,2016
65292,ACIDENTE,FLORIANÓPOLIS,SC,SSKT,11/06/2016,16:37:00,11,06,2016
65330,INCIDENTE GRAVE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,12/06/2016,15:00:00,12,06,2016
65367,ACIDENTE,MARÍLIA,SP,****,12/06/2016,14:35:00,12,06,2016
65318,INCIDENTE GRAVE,PIRAPORA,MG,SNPX,13/06/2016,11:05:00,13,06,2016
65324,INCIDENTE,BRASÍLIA,DF,****,13/06/2016,20:30:00,13,06,2016
65321,ACIDENTE,JI-PARANÁ,RO,****,21/06/2016,10:30:00,21,06,2016
65372,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,21/06/2016,20:40:00,21,06,2016
65459,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,23/06/2016,10:32:00,23,06,2016
65359,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,25/06/2016,13:59:00,25,06,2016
65337,ACIDENTE,LONDRINA,PR,SBLO,26/06/2016,20:10:00,26,06,2016
65360,ACIDENTE,JUNDIAÍ,SP,****,26/06/2016,11:10:00,26,06,2016
65358,INCIDENTE,FORTALEZA,CE,SBFZ,28/06/2016,17:00:00,28,06,2016
65399,INCIDENTE,NAVEGANTES,SC,SBNF,29/06/2016,16:58:00,29,06,2016
65380,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,30/06/2016,15:25:00,30,06,2016
65383,ACIDENTE,BELÉM,PA,****,02/07/2016,16:25:00,02,07,2016
65389,INCIDENTE,SALVADOR,BA,SBSV,02/07/2016,15:10:00,02,07,2016
65392,INCIDENTE,JUIZ DE FORA,MG,SBJF,04/07/2016,17:32:00,04,07,2016
65418,INCIDENTE,BELÉM,PA,SBJC,05/07/2016,12:40:00,05,07,2016
65394,ACIDENTE,PARÁ DE MINAS,MG,****,06/07/2016,16:00:00,06,07,2016
65397,ACIDENTE,APUÍ,AM,****,07/07/2016,19:00:00,07,07,2016
65424,ACIDENTE,SÃO JOSÉ DO XINGU,MT,****,07/07/2016,13:00:00,07,07,2016
65414,INCIDENTE GRAVE,NOVA LIMA,MG,SJLY,08/07/2016,19:50:00,08,07,2016
65421,ACIDENTE,BOTUCATU,SP,****,08/07/2016,20:20:00,08,07,2016
65413,ACIDENTE,CURVELO,MG,SNQV,10/07/2016,16:00:00,10,07,2016
65412,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,12/07/2016,17:24:00,12,07,2016
65422,INCIDENTE,BARRETOS,SP,SNBA,12/07/2016,17:00:00,12,07,2016
65420,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,14/07/2016,12:06:00,14,07,2016
65425,ACIDENTE,CAJATI,SP,****,17/07/2016,15:00:00,17,07,2016
65426,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,17/07/2016,17:16:00,17,07,2016
65445,ACIDENTE,SANTARÉM,PA,SNSH,19/07/2016,15:30:00,19,07,2016
65446,INCIDENTE,CURITIBA,PR,SBBI,20/07/2016,14:23:00,20,07,2016
65441,INCIDENTE GRAVE,CURITIBA,PR,SBBI,21/07/2016,16:55:00,21,07,2016
65443,INCIDENTE GRAVE,URANDI,BA,****,23/07/2016,15:30:00,23,07,2016
65460,INCIDENTE,JAGUARUNA,SC,SBJA,23/07/2016,13:30:00,23,07,2016
65492,INCIDENTE,NOVO SÃO JOAQUIM,MT,SDZX,24/07/2016,09:00:00,24,07,2016
65491,INCIDENTE,NOVO SÃO JOAQUIM,MT,****,25/07/2016,15:00:00,25,07,2016
65450,INCIDENTE,SÃO PAULO,SP,SBGR,26/07/2016,19:40:00,26,07,2016
65461,INCIDENTE,SÃO GONÇALO DO AMARANTE,RN,SBSG,28/07/2016,17:02:00,28,07,2016
65471,ACIDENTE,RIO DE JANEIRO,RJ,SDPG,29/07/2016,19:05:00,29,07,2016
65469,ACIDENTE,PIRACICABA,SP,SDPW,31/07/2016,15:00:00,31,07,2016
65483,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,31/07/2016,11:52:00,31,07,2016
65490,ACIDENTE,LONDRINA,PR,SBLO,31/07/2016,23:57:00,31,07,2016
65494,INCIDENTE,UBERLÂNDIA,MG,SBUL,31/07/2016,01:40:00,31,07,2016
65496,INCIDENTE,MARABÁ,PA,SBMA,02/08/2016,20:12:00,02,08,2016
65507,INCIDENTE,VALENÇA DO PIAUÍ,PI,****,02/08/2016,16:30:00,02,08,2016
65493,ACIDENTE,LÁBREA,AM,SWLB,03/08/2016,19:40:00,03,08,2016
65487,INCIDENTE,CAMPO GRANDE,MS,SBCG,04/08/2016,12:07:00,04,08,2016
65543,INCIDENTE,MACAÉ,RJ,9PAA,05/08/2016,18:00:00,05,08,2016
65546,ACIDENTE,NAZÁRIO,GO,****,10/08/2016,20:20:00,10,08,2016
65509,INCIDENTE GRAVE,JANUÁRIA,MG,SNJN,11/08/2016,19:00:00,11,08,2016
65519,INCIDENTE,MACAÉ,RJ,SBME,11/08/2016,17:47:00,11,08,2016
65512,INCIDENTE,LONDRINA,PR,SBLO,12/08/2016,14:30:00,12,08,2016
65518,INCIDENTE,FORTALEZA,CE,SBFZ,12/08/2016,15:03:00,12,08,2016
65528,INCIDENTE,LONDRINA,PR,SBLO,12/08/2016,12:30:00,12,08,2016
65516,INCIDENTE,CURITIBA,PR,SBCT,15/08/2016,15:21:00,15,08,2016
65530,INCIDENTE,SÃO PAULO,SP,SBSP,15/08/2016,18:35:00,15,08,2016
65536,INCIDENTE GRAVE,MANAUS,AM,SWFN,21/08/2016,13:00:00,21,08,2016
65548,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,21/08/2016,15:00:00,21,08,2016
65545,INCIDENTE,LONDRINA,PR,SBLO,23/08/2016,12:10:00,23,08,2016
65563,ACIDENTE,LAGES,SC,SBLJ,23/08/2016,15:15:00,23,08,2016
65572,INCIDENTE,GOIÂNIA,GO,SBGO,25/08/2016,00:00:00,25,08,2016
65569,ACIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,27/08/2016,12:30:00,27,08,2016
65693,INCIDENTE,GUARULHOS,SP,SBGR,27/08/2016,13:53:00,27,08,2016
65575,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,28/08/2016,20:44:00,28,08,2016
65633,INCIDENTE GRAVE,NOVA LIMA,MG,****,31/08/2016,17:40:00,31,08,2016
65589,INCIDENTE,SÃO PAULO,SP,SBSP,01/09/2016,13:26:00,01,09,2016
65627,ACIDENTE,ALTO PARANÁ,PR,****,01/09/2016,14:30:00,01,09,2016
65632,ACIDENTE,SORRISO,MT,SSQI,01/09/2016,19:05:00,01,09,2016
65736,INCIDENTE,ANÁPOLIS,GO,SWNS,06/09/2016,20:30:00,06,09,2016
65660,INCIDENTE,JOINVILLE,SC,SBJV,07/09/2016,16:36:00,07,09,2016
65622,ACIDENTE,CRUZ ALTA,RS,SSAK,08/09/2016,13:00:00,08,09,2016
65623,INCIDENTE,SÃO PAULO,SP,SBMT,08/09/2016,18:02:00,08,09,2016
65653,ACIDENTE,ANGRA DOS REIS,RJ,SDAG,10/09/2016,14:10:00,10,09,2016
65659,INCIDENTE,BARBACENA,MG,SBBQ,12/09/2016,12:46:00,12,09,2016
65662,INCIDENTE,CURITIBA,PR,SBCT,13/09/2016,17:00:00,13,09,2016
65674,INCIDENTE,BRASÍLIA,DF,SBBR,13/09/2016,23:00:00,13,09,2016
65684,INCIDENTE,CUIABÁ,MT,SBCY,14/09/2016,21:20:00,14,09,2016
65679,INCIDENTE,JUNDIAÍ,SP,SBJD,15/09/2016,14:05:00,15,09,2016
65713,ACIDENTE,NOVO PROGRESSO,PA,****,15/09/2016,20:40:00,15,09,2016
65694,ACIDENTE,ANAMÃ,AM,****,16/09/2016,19:00:00,16,09,2016
65714,ACIDENTE,NOVO PROGRESSO,PA,SJNP,16/09/2016,09:55:00,16,09,2016
65722,ACIDENTE,CONTAGEM,MG,****,16/09/2016,22:20:00,16,09,2016
65724,INCIDENTE,CASCAVEL,PR,SBCA,16/09/2016,01:50:00,16,09,2016
65765,INCIDENTE,ARACRUZ,ES,SIFV,16/09/2016,02:30:00,16,09,2016
65717,ACIDENTE,MARAÚ,BA,SIRI,17/09/2016,11:45:00,17,09,2016
65695,INCIDENTE,GUARULHOS,SP,SBGR,18/09/2016,02:37:00,18,09,2016
65716,ACIDENTE,VOTUPORANGA,SP,SDVG,18/09/2016,19:45:00,18,09,2016
65715,INCIDENTE,OURO BRANCO,MG,****,19/09/2016,18:20:00,19,09,2016
65750,ACIDENTE,MIRANDA,MS,****,19/09/2016,20:50:00,19,09,2016
65758,INCIDENTE,BRASÍLIA,DF,****,19/09/2016,18:30:00,19,09,2016
65754,ACIDENTE,SÃO JOSÉ DO RIO PRETO,SP,****,21/09/2016,14:15:00,21,09,2016
65774,ACIDENTE,CAMPINÁPOLIS,MT,****,22/09/2016,22:10:00,22,09,2016
65741,INCIDENTE,GUARULHOS,SP,SBGR,23/09/2016,23:13:00,23,09,2016
65771,ACIDENTE,PONTA GROSSA,PR,SBPG,23/09/2016,14:25:00,23,09,2016
65743,ACIDENTE,MARINGÁ,PR,SBMG,24/09/2016,20:16:00,24,09,2016
65749,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SDVH,24/09/2016,13:35:00,24,09,2016
65757,INCIDENTE,LONDRINA,PR,SBLO,24/09/2016,18:00:00,24,09,2016
65795,ACIDENTE,ELDORADO DO SUL,RS,SIXE,24/09/2016,15:30:00,24,09,2016
65745,ACIDENTE,CURITIBA,PR,SBBI,26/09/2016,18:07:00,26,09,2016
65766,INCIDENTE,CAMPO GRANDE,MS,SBCG,28/09/2016,21:08:00,28,09,2016
65770,INCIDENTE,SÃO PAULO,SP,****,28/09/2016,15:06:00,28,09,2016
65768,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,29/09/2016,13:05:00,29,09,2016
65797,INCIDENTE,PORTO ALEGRE,RS,SBPA,05/10/2016,08:56:00,05,10,2016
65794,ACIDENTE,PIRACANJUBA,GO,****,07/10/2016,18:00:00,07,10,2016
65929,ACIDENTE,IPIRANGA DO NORTE,MT,****,07/10/2016,18:00:00,07,10,2016
65799,ACIDENTE,SOCORRO,SP,####,08/10/2016,13:00:00,08,10,2016
65800,INCIDENTE,SALVADOR,BA,SBSV,08/10/2016,16:18:00,08,10,2016
65808,ACIDENTE,JUQUIÁ,SP,****,08/10/2016,12:18:00,08,10,2016
65840,INCIDENTE,CAMPO GRANDE,MS,SSKG,10/10/2016,13:10:00,10,10,2016
65809,ACIDENTE,MOGI MIRIM,SP,SDMJ,11/10/2016,16:15:00,11,10,2016
65810,ACIDENTE,ALEGRETE,RS,****,11/10/2016,18:29:00,11,10,2016
65813,ACIDENTE,CARACARAÍ,RR,****,12/10/2016,20:30:00,12,10,2016
65818,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,12/10/2016,16:08:00,12,10,2016
65820,INCIDENTE,TAUBATÉ,SP,SBTA,12/10/2016,16:30:00,12,10,2016
65865,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,12/10/2016,02:50:00,12,10,2016
65815,ACIDENTE,CANELA,RS,SSCN,13/10/2016,15:15:00,13,10,2016
65854,INCIDENTE,SÃO PAULO,SP,SBMT,13/10/2016,18:47:00,13,10,2016
65827,INCIDENTE,MANAUS,AM,SBEG,14/10/2016,13:30:00,14,10,2016
65844,INCIDENTE,GUARULHOS,SP,SBGR,15/10/2016,02:10:00,15,10,2016
65825,ACIDENTE,NOVA ODESSA,SP,SIQK,16/10/2016,20:00:00,16,10,2016
65824,INCIDENTE,FORTALEZA,CE,SBFZ,17/10/2016,20:30:00,17,10,2016
65843,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SDVH,17/10/2016,19:30:00,17,10,2016
65839,ACIDENTE,SANTA VITÓRIA DO PALMAR,RS,****,18/10/2016,18:00:00,18,10,2016
65864,INCIDENTE,LONDRINA,PR,SBLO,19/10/2016,15:20:00,19,10,2016
65834,ACIDENTE,IBIRÁ,SP,****,20/10/2016,11:00:00,20,10,2016
65876,INCIDENTE,PORTO ALEGRE,RS,SBPA,20/10/2016,09:42:00,20,10,2016
65835,ACIDENTE,RECIFE,PE,SBRF,21/10/2016,09:30:00,21,10,2016
65863,ACIDENTE,BENEVIDES,PA,****,23/10/2016,10:30:00,23,10,2016
65866,INCIDENTE,FLORIANÓPOLIS,SC,****,23/10/2016,13:30:00,23,10,2016
66051,ACIDENTE,VALE VERDE,RS,****,23/10/2016,12:30:00,23,10,2016
65867,ACIDENTE,ARAMBARÉ,RS,****,24/10/2016,18:30:00,24,10,2016
65878,INCIDENTE,CAMPINAS,SP,SBKP,25/10/2016,10:40:00,25,10,2016
65893,ACIDENTE,ESPUMOSO,RS,****,25/10/2016,12:50:00,25,10,2016
65892,ACIDENTE,CORIBE,BA,###!,26/10/2016,17:50:00,26,10,2016
65920,INCIDENTE,JOÃO PESSOA,PB,SBJP,26/10/2016,22:07:00,26,10,2016
65890,INCIDENTE,GUARULHOS,SP,SBGR,27/10/2016,13:40:00,27,10,2016
65923,ACIDENTE,NOVA GRANADA,SP,SING,27/10/2016,09:30:00,27,10,2016
65916,INCIDENTE,CAMPINAS,SP,SBKP,28/10/2016,19:50:00,28,10,2016
65934,ACIDENTE,JATAÍ,GO,SWJW,28/10/2016,18:00:00,28,10,2016
66037,INCIDENTE,SÃO PAULO,SP,SBMT,28/10/2016,19:53:00,28,10,2016
65921,ACIDENTE,BLUMENAU,SC,SSBL,29/10/2016,18:30:00,29,10,2016
65922,INCIDENTE,MACAÉ,RJ,****,30/10/2016,15:59:00,30,10,2016
65931,INCIDENTE,LONDRINA,PR,SBLO,01/11/2016,13:10:00,01,11,2016
65972,INCIDENTE,LONDRINA,PR,****,01/11/2016,14:51:00,01,11,2016
65963,INCIDENTE,SALVADOR,BA,SBSV,03/11/2016,23:53:00,03,11,2016
65936,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,04/11/2016,21:55:00,04,11,2016
65994,INCIDENTE,SÃO PAULO,SP,SBMT,06/11/2016,16:06:00,06,11,2016
65953,INCIDENTE,JUNDIAÍ,SP,SBJD,07/11/2016,11:30:00,07,11,2016
65978,INCIDENTE,UBERLÂNDIA,MG,SBUL,07/11/2016,19:48:00,07,11,2016
65980,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,****,08/11/2016,16:00:00,08,11,2016
65981,INCIDENTE GRAVE,RIO NEGRINHO,SC,****,08/11/2016,16:15:00,08,11,2016
65974,INCIDENTE,UBATUBA,SP,SDUB,09/11/2016,14:35:00,09,11,2016
65990,INCIDENTE,CAMPINAS,SP,SBKP,10/11/2016,20:40:00,10,11,2016
65982,ACIDENTE,SANTO AMARO DA IMPERATRIZ,SC,****,11/11/2016,13:00:00,11,11,2016
65984,INCIDENTE,BELO HORIZONTE,MG,SBPR,11/11/2016,15:28:00,11,11,2016
66005,ACIDENTE,CAMPO GRANDE,MS,SSKG,14/11/2016,14:00:00,14,11,2016
66048,ACIDENTE,TRIUNFO,RS,****,14/11/2016,14:30:00,14,11,2016
65998,INCIDENTE,RECIFE,PE,SBRF,16/11/2016,20:10:00,16,11,2016
66007,INCIDENTE,CURITIBA,PR,SBCT,16/11/2016,09:15:00,16,11,2016
66036,INCIDENTE,JOAÇABA,SC,SSJA,17/11/2016,16:37:00,17,11,2016
66082,INCIDENTE,ANDRADINA,SP,SDDN,17/11/2016,18:00:00,17,11,2016
