codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,Dia,Mes,Ano
45949,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,24/06/2012,11:40:00,24,06,2012
45948,INCIDENTE,JUNDIAÍ,SP,SBJD,25/06/2012,15:18:00,25,06,2012
46197,INCIDENTE,OSÓRIO,RS,SSOS,26/06/2012,17:00:00,26,06,2012
46029,INCIDENTE,COARI,AM,****,28/06/2012,12:00:00,28,06,2012
46019,INCIDENTE,SÃO PAULO,SP,SBSP,29/06/2012,01:35:00,29,06,2012
46038,ACIDENTE,BAURU,SP,SBBU,29/06/2012,17:50:00,29,06,2012
46036,INCIDENTE,BELÉM,PA,SBJC,30/06/2012,15:51:00,30,06,2012
46043,INCIDENTE GRAVE,MARICÁ,RJ,SDMC,30/06/2012,14:05:00,30,06,2012
46045,ACIDENTE,PRATA,MG,****,30/06/2012,23:00:00,30,06,2012
46096,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,30/06/2012,13:52:00,30,06,2012
46155,INCIDENTE,RIO DE JANEIRO,RJ,****,30/06/2012,15:40:00,30,06,2012
46024,INCIDENTE GRAVE,CURITIBA,PR,SBBI,01/07/2012,11:05:00,01,07,2012
46046,INCIDENTE,MARINGÁ,PR,SBMG,01/07/2012,12:30:00,01,07,2012
46042,INCIDENTE GRAVE,ARACATU,BA,****,02/07/2012,10:45:00,02,07,2012
46073,INCIDENTE,GUARULHOS,SP,****,03/07/2012,02:55:00,03,07,2012
46110,INCIDENTE,GOIÂNIA,GO,SBGO,03/07/2012,09:01:00,03,07,2012
46156,INCIDENTE,GOIÂNIA,GO,SBGO,03/07/2012,11:55:00,03,07,2012
46095,ACIDENTE,NOVA UBIRATÃ,MT,****,04/07/2012,14:35:00,04,07,2012
46093,ACIDENTE,ESPINOSA,MG,****,06/07/2012,13:50:00,06,07,2012
46157,INCIDENTE,PORTO ALEGRE,RS,****,06/07/2012,13:11:00,06,07,2012
46161,INCIDENTE,GUARULHOS,SP,****,06/07/2012,09:30:00,06,07,2012
46094,ACIDENTE,ALTO GARÇAS,MT,****,07/07/2012,14:30:00,07,07,2012
46178,ACIDENTE,GENERAL CARNEIRO,MT,****,07/07/2012,09:20:00,07,07,2012
46092,ACIDENTE,BOITUVA,SP,****,09/07/2012,17:00:00,09,07,2012
46105,INCIDENTE,CAMPINAS,SP,SBKP,09/07/2012,22:55:00,09,07,2012
46196,INCIDENTE,OSÓRIO,RS,SSOS,09/07/2012,12:00:00,09,07,2012
46098,INCIDENTE,BELO HORIZONTE,MG,****,10/07/2012,20:25:00,10,07,2012
46159,INCIDENTE,SÃO PAULO,SP,SBMT,11/07/2012,19:50:00,11,07,2012
46305,ACIDENTE,SÃO PAULO,SP,****,11/07/2012,13:17:00,11,07,2012
46152,ACIDENTE,ANGRA DOS REIS,RJ,****,12/07/2012,20:15:00,12,07,2012
46154,INCIDENTE GRAVE,UBERABA,MG,SBUR,12/07/2012,19:32:00,12,07,2012
46160,INCIDENTE,CARAUARI,AM,****,13/07/2012,11:40:00,13,07,2012
46189,INCIDENTE,SÃO PAULO,SP,****,13/07/2012,18:50:00,13,07,2012
46153,ACIDENTE,UAUÁ,BA,****,14/07/2012,14:40:00,14,07,2012
46190,INCIDENTE,LONDRINA,PR,SBLO,15/07/2012,18:37:00,15,07,2012
46179,ACIDENTE,SANTA FÉ DO SUL,SP,SILT,16/07/2012,12:00:00,16,07,2012
46191,INCIDENTE,MACAÉ,RJ,SBME,16/07/2012,11:42:00,16,07,2012
46653,INCIDENTE,CAMPINAS,SP,****,17/07/2012,23:14:00,17,07,2012
46671,INCIDENTE,BOA VISTA,RR,SBBV,17/07/2012,12:20:00,17,07,2012
46192,INCIDENTE,DOURADOS,MS,SSDO,20/07/2012,10:02:00,20,07,2012
46187,INCIDENTE GRAVE,BARRO DURO,PI,****,21/07/2012,11:35:00,21,07,2012
46170,ACIDENTE,BEBEDOURO,SP,SDBB,22/07/2012,16:00:00,22,07,2012
46214,INCIDENTE,MACAÉ,RJ,****,22/07/2012,19:21:00,22,07,2012
46181,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,23/07/2012,19:00:00,23,07,2012
46193,INCIDENTE,UIRAMUTÃ,RR,****,23/07/2012,13:20:00,23,07,2012
46171,ACIDENTE,MARICÁ,RJ,****,24/07/2012,19:15:00,24,07,2012
46172,ACIDENTE,RIO DE JANEIRO,RJ,****,24/07/2012,19:10:00,24,07,2012
46194,INCIDENTE,MACAÉ,RJ,****,24/07/2012,13:40:00,24,07,2012
46210,INCIDENTE,MACAÉ,RJ,****,25/07/2012,16:20:00,25,07,2012
46211,INCIDENTE,PARAUAPEBAS,PA,SBCJ,26/07/2012,17:20:00,26,07,2012
46212,INCIDENTE,CURITIBA,PR,SBCT,26/07/2012,23:10:00,26,07,2012
46339,ACIDENTE,CARAGUATATUBA,SP,****,26/07/2012,12:00:00,26,07,2012
46173,ACIDENTE,IPIGUÁ,SP,****,28/07/2012,16:30:00,28,07,2012
46198,INCIDENTE,PIRACICABA,SP,SDPW,28/07/2012,16:00:00,28,07,2012
46202,ACIDENTE,JUIZ DE FORA,MG,****,28/07/2012,10:45:00,28,07,2012
52060,INCIDENTE,NAVIRAÍ,MS,SSNB,28/07/2012,19:00:00,28,07,2012
46188,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,29/07/2012,14:46:00,29,07,2012
46195,INCIDENTE,SÃO PAULO,SP,****,29/07/2012,15:05:00,29,07,2012
46215,INCIDENTE,MACAÉ,RJ,****,30/07/2012,16:15:00,30,07,2012
46213,INCIDENTE,CURITIBA,PR,****,31/07/2012,12:21:00,31,07,2012
46201,ACIDENTE,ALTO ALEGRE,RR,****,01/08/2012,16:20:00,01,08,2012
46217,INCIDENTE,BRASÍLIA,DF,****,01/08/2012,10:33:00,01,08,2012
46218,INCIDENTE,BELO HORIZONTE,MG,SBBH,01/08/2012,12:49:00,01,08,2012
46200,ACIDENTE,GOIÂNIA,GO,SBNV,02/08/2012,12:40:00,02,08,2012
46216,INCIDENTE,JUNDIAÍ,SP,SBJD,03/08/2012,20:00:00,03,08,2012
46209,INCIDENTE GRAVE,ALTAMIRA,PA,****,04/08/2012,10:10:00,04,08,2012
46522,INCIDENTE,SOROCABA,SP,SDCO,04/08/2012,23:00:00,04,08,2012
46199,ACIDENTE,TEFÉ,AM,****,05/08/2012,15:00:00,05,08,2012
46219,INCIDENTE,BRASÍLIA,DF,SBBR,06/08/2012,22:02:00,06,08,2012
46682,INCIDENTE,SALVADOR,BA,SBSV,06/08/2012,12:15:00,06,08,2012
46261,ACIDENTE,PORTO SEGURO,BA,SBPS,08/08/2012,18:50:00,08,08,2012
46280,INCIDENTE GRAVE,SÃO SEPÉ,RS,****,08/08/2012,20:00:00,08,08,2012
46299,INCIDENTE,TATUÍ,SP,SDTF,08/08/2012,15:00:00,08,08,2012
46300,INCIDENTE,MOSSORÓ,RN,SBMS,08/08/2012,14:30:00,08,08,2012
46681,INCIDENTE,BELÉM,PA,SBBE,08/08/2012,22:59:00,08,08,2012
52061,INCIDENTE,MANAUS,AM,SBEG,08/08/2012,10:32:00,08,08,2012
52062,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,09/08/2012,19:12:00,09,08,2012
46281,INCIDENTE GRAVE,MANAUS,AM,SWFN,10/08/2012,12:20:00,10,08,2012
46282,INCIDENTE GRAVE,COARI,AM,SWKO,12/08/2012,12:20:00,12,08,2012
46298,INCIDENTE,CASCAVEL,PR,SBCA,12/08/2012,18:00:00,12,08,2012
46347,INCIDENTE,JUNDIAÍ,SP,SBJD,12/08/2012,15:15:00,12,08,2012
46260,ACIDENTE,TARUMIRIM,MG,****,14/08/2012,19:50:00,14,08,2012
46297,INCIDENTE,CONFINS,MG,****,14/08/2012,18:22:00,14,08,2012
46279,INCIDENTE GRAVE,ITÁPOLIS,SP,SDIO,15/08/2012,20:40:00,15,08,2012
46672,INCIDENTE,COARI,AM,SBUY,15/08/2012,20:33:00,15,08,2012
52063,INCIDENTE,CABO FRIO,RJ,SBCB,15/08/2012,15:00:00,15,08,2012
46253,ACIDENTE,ATIBAIA,SP,SDTB,16/08/2012,14:45:00,16,08,2012
46259,ACIDENTE,CAMPINAS,SP,SDAM,17/08/2012,15:10:00,17,08,2012
46263,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,17/08/2012,15:15:00,17,08,2012
46336,ACIDENTE,ATIBAIA,SP,****,17/08/2012,18:10:00,17,08,2012
46345,INCIDENTE,CAMPINAS,SP,SDAM,17/08/2012,15:05:00,17,08,2012
46255,ACIDENTE,SANTA BÁRBARA D'OESTE,SP,****,18/08/2012,12:40:00,18,08,2012
52064,INCIDENTE,RIO BRANCO,AC,SBRB,18/08/2012,22:00:00,18,08,2012
46258,ACIDENTE,ITAQUAQUECETUBA,SP,****,19/08/2012,18:05:00,19,08,2012
46301,INCIDENTE,TERESINA,PI,SBTE,19/08/2012,09:40:00,19,08,2012
46346,INCIDENTE,SÃO PAULO,SP,****,19/08/2012,18:30:00,19,08,2012
46256,ACIDENTE,BELO HORIZONTE,MG,SBPR,20/08/2012,17:50:00,20,08,2012
46264,INCIDENTE GRAVE,COROMANDEL,MG,****,20/08/2012,17:40:00,20,08,2012
46302,INCIDENTE,CASCAVEL,PR,SBCA,20/08/2012,16:55:00,20,08,2012
46344,INCIDENTE,BODOQUENA,MS,****,20/08/2012,05:50:00,20,08,2012
46257,ACIDENTE,JURUÁ,AM,****,21/08/2012,18:50:00,21,08,2012
46348,INCIDENTE,SÃO PAULO,SP,SBSP,21/08/2012,00:30:00,21,08,2012
46435,ACIDENTE,PALMEIRA,PR,****,21/08/2012,20:15:00,21,08,2012
46688,INCIDENTE,LONDRINA,PR,SBLO,21/08/2012,23:00:00,21,08,2012
46846,ACIDENTE,RIO DE JANEIRO,RJ,****,21/08/2012,22:35:00,21,08,2012
46436,ACIDENTE,ARAGUAÍNA,TO,****,22/08/2012,13:00:00,22,08,2012
46444,ACIDENTE,PAUINI,AM,SWUI,22/08/2012,18:51:00,22,08,2012
46349,INCIDENTE,GOIÂNIA,GO,SBGO,23/08/2012,00:00:00,23,08,2012
46296,INCIDENTE,SÃO PAULO,SP,SBMT,25/08/2012,21:10:00,25,08,2012
46437,ACIDENTE,ÁGUA CLARA,MS,****,25/08/2012,11:30:00,25,08,2012
46350,INCIDENTE,BRASÍLIA,DF,SBBR,28/08/2012,18:30:00,28,08,2012
46451,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,30/08/2012,19:25:00,30,08,2012
46310,ACIDENTE,ANGRA DOS REIS,RJ,****,31/08/2012,18:40:00,31,08,2012
46680,INCIDENTE,SANTARÉM,PA,SBSN,31/08/2012,12:10:00,31,08,2012
46686,INCIDENTE,CAMPINA GRANDE,PB,SNKB,01/09/2012,12:10:00,01,09,2012
46312,INCIDENTE,CONFINS,MG,SBCF,02/09/2012,10:55:00,02,09,2012
46342,INCIDENTE,UBATUBA,SP,****,03/09/2012,16:40:00,03,09,2012
52065,INCIDENTE,BELO HORIZONTE,MG,SBBH,03/09/2012,16:30:00,03,09,2012
46311,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,05/09/2012,11:50:00,05,09,2012
46520,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,06/09/2012,16:27:00,06,09,2012
46684,INCIDENTE,SALVADOR,BA,SBSV,06/09/2012,19:45:00,06,09,2012
46308,ACIDENTE,MIRANDA,MS,****,07/09/2012,19:10:00,07,09,2012
46418,ACIDENTE,GUIRATINGA,MT,****,07/09/2012,13:30:00,07,09,2012
52066,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,08/09/2012,15:50:00,08,09,2012
46306,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,09/09/2012,12:00:00,09,09,2012
46309,ACIDENTE,MACAPÁ,AP,****,09/09/2012,21:12:00,09,09,2012
50831,ACIDENTE,ACREÚNA,GO,****,09/09/2012,20:00:00,09,09,2012
46337,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,SDXF,12/09/2012,12:00:00,12,09,2012
46338,ACIDENTE,BALSAS,MA,****,12/09/2012,20:50:00,12,09,2012
46307,ACIDENTE,GUARULHOS,SP,SBGR,13/09/2012,01:30:00,13,09,2012
46685,INCIDENTE,SALVADOR,BA,SBSV,14/09/2012,20:07:00,14,09,2012
52067,INCIDENTE,BOA VISTA,RR,SBBV,14/09/2012,15:15:00,14,09,2012
46358,INCIDENTE,FORTALEZA,CE,SBFZ,15/09/2012,22:44:00,15,09,2012
46371,INCIDENTE,ITUPEVA,SP,****,15/09/2012,17:30:00,15,09,2012
46340,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,16/09/2012,17:40:00,16,09,2012
52068,INCIDENTE,JUNDIAÍ,SP,SBJD,16/09/2012,22:03:00,16,09,2012
46691,INCIDENTE,RIO GRANDE,RS,****,17/09/2012,11:00:00,17,09,2012
46341,INCIDENTE,BACABAL,MA,****,18/09/2012,10:24:00,18,09,2012
46359,INCIDENTE,VITÓRIA,ES,SBVT,18/09/2012,17:00:00,18,09,2012
46362,INCIDENTE,BELO HORIZONTE,MG,SBBH,18/09/2012,20:00:00,18,09,2012
46519,INCIDENTE,PORTO ALEGRE,RS,SBPA,18/09/2012,18:32:00,18,09,2012
46354,ACIDENTE,ITAMARAJU,BA,****,19/09/2012,23:00:00,19,09,2012
46652,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,19/09/2012,23:50:00,19,09,2012
46689,INCIDENTE,LONDRINA,PR,SBLO,20/09/2012,18:25:00,20,09,2012
46373,INCIDENTE GRAVE,PARAUAPEBAS,PA,****,21/09/2012,11:55:00,21,09,2012
46655,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,21/09/2012,20:58:00,21,09,2012
46356,ACIDENTE,TAPIRAMUTÁ,BA,****,22/09/2012,15:50:00,22,09,2012
46377,INCIDENTE,RIO BRANCO,AC,SBRB,22/09/2012,13:25:00,22,09,2012
46378,INCIDENTE GRAVE,BARREIRAS,BA,SNDH,22/09/2012,16:40:00,22,09,2012
46379,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,22/09/2012,09:15:00,22,09,2012
46523,INCIDENTE,BELO HORIZONTE,MG,SBBH,22/09/2012,14:14:00,22,09,2012
46411,ACIDENTE,BELÉM,PA,SBBE,23/09/2012,18:35:00,23,09,2012
46452,INCIDENTE,LONDRINA,PR,SBLO,23/09/2012,21:26:00,23,09,2012
46477,INCIDENTE,CRUZEIRO DO SUL,AC,****,23/09/2012,19:40:00,23,09,2012
46521,INCIDENTE,JUNDIAÍ,SP,SBJD,23/09/2012,13:30:00,23,09,2012
46368,ACIDENTE,SÃO PAULO,SP,****,24/09/2012,11:00:00,24,09,2012
46412,ACIDENTE,ILHÉUS,BA,SBIL,24/09/2012,01:55:00,24,09,2012
46413,ACIDENTE,UBERLÂNDIA,MG,SJPT,24/09/2012,17:00:00,24,09,2012
46417,ACIDENTE,LONDRINA,PR,SSOK,24/09/2012,17:10:00,24,09,2012
46419,ACIDENTE,CANTÁ,RR,****,24/09/2012,08:00:00,24,09,2012
46450,INCIDENTE GRAVE,NOVO ARIPUANÃ,AM,****,24/09/2012,13:30:00,24,09,2012
46414,ACIDENTE,UBATUBA,SP,****,25/09/2012,15:00:00,25,09,2012
46415,ACIDENTE,FOZ DO IGUAÇU,PR,SSHS,25/09/2012,14:35:00,25,09,2012
46453,INCIDENTE,NAVEGANTES,SC,SBNF,25/09/2012,13:00:00,25,09,2012
46478,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,25/09/2012,21:55:00,25,09,2012
46454,INCIDENTE,BOA VISTA,RR,SBBV,26/09/2012,10:00:00,26,09,2012
46455,INCIDENTE,RIO DE JANEIRO,RJ,****,26/09/2012,13:37:00,26,09,2012
46456,INCIDENTE,SALVADOR,BA,SBSV,27/09/2012,22:30:00,27,09,2012
46416,ACIDENTE,SÃO BORJA,RS,SSSB,28/09/2012,21:38:00,28,09,2012
46446,INCIDENTE GRAVE,CASCAVEL,PR,SBCA,28/09/2012,17:30:00,28,09,2012
46495,INCIDENTE,CURITIBA,PR,****,28/09/2012,15:00:00,28,09,2012
46515,INCIDENTE,RECIFE,PE,SBRF,28/09/2012,23:15:00,28,09,2012
46516,INCIDENTE,BRASÍLIA,DF,****,29/09/2012,20:50:00,29,09,2012
46517,INCIDENTE,SÃO PAULO,SP,SBMT,30/09/2012,23:00:00,30,09,2012
46473,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,01/10/2012,22:19:00,01,10,2012
46438,INCIDENTE GRAVE,ARTUR NOGUEIRA,SP,****,02/10/2012,11:10:00,02,10,2012
46434,ACIDENTE,JUQUIÁ,SP,****,03/10/2012,11:00:00,03,10,2012
46439,INCIDENTE GRAVE,PORTO ALEGRE,RS,SSBN,03/10/2012,16:33:00,03,10,2012
46443,INCIDENTE GRAVE,TEFÉ,AM,SBTF,03/10/2012,12:35:00,03,10,2012
46518,INCIDENTE,PORTO ALEGRE,RS,SBPA,03/10/2012,11:40:00,03,10,2012
46695,INCIDENTE,VITÓRIA,ES,SBVT,03/10/2012,19:40:00,03,10,2012
46479,INCIDENTE,LONDRINA,PR,SBLO,04/10/2012,22:05:00,04,10,2012
50693,ACIDENTE,GURINHATÃ,MG,****,04/10/2012,18:00:00,04,10,2012
46474,INCIDENTE,GUARULHOS,SP,SBGR,05/10/2012,19:38:00,05,10,2012
46476,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,05/10/2012,18:00:00,05,10,2012
46480,INCIDENTE,GOIÂNIA,GO,SBGO,05/10/2012,17:09:00,05,10,2012
46445,INCIDENTE GRAVE,CATANDUVA,SP,SDCD,07/10/2012,15:30:00,07,10,2012
46432,ACIDENTE,SANTA CRUZ DO ARARI,PA,****,08/10/2012,13:30:00,08,10,2012
46475,INCIDENTE,CAMPO GRANDE,MS,SBCG,09/10/2012,17:22:00,09,10,2012
46481,INCIDENTE,BELO HORIZONTE,MG,SBBH,09/10/2012,21:27:00,09,10,2012
46433,INCIDENTE,MARICÁ,RJ,****,10/10/2012,20:33:00,10,10,2012
46449,ACIDENTE,PORTO ALEGRE,RS,SBPA,10/10/2012,19:13:00,10,10,2012
46471,INCIDENTE,CARAUARI,AM,SWCA,10/10/2012,15:30:00,10,10,2012
46472,INCIDENTE,JOÃO PESSOA,PB,SBJP,10/10/2012,17:59:00,10,10,2012
46448,INCIDENTE GRAVE,CALDAS NOVAS,GO,****,11/10/2012,11:00:00,11,10,2012
46484,INCIDENTE,BRASÍLIA,DF,SBBR,11/10/2012,16:45:00,11,10,2012
46696,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,11/10/2012,12:50:00,11,10,2012
46431,ACIDENTE,CAMPINAS,SP,SBKP,13/10/2012,22:55:00,13,10,2012
46571,ACIDENTE,LONDRINA,PR,****,13/10/2012,21:40:00,13,10,2012
46594,INCIDENTE GRAVE,POÇOS DE CALDAS,MG,SBPC,13/10/2012,21:05:00,13,10,2012
46485,INCIDENTE,PORTO SEGURO,BA,SBPS,14/10/2012,20:40:00,14,10,2012
46486,INCIDENTE,TERESINA,PI,SBTE,14/10/2012,00:09:00,14,10,2012
50712,ACIDENTE,AMERICANA,SP,SDAI,14/10/2012,20:30:00,14,10,2012
46613,INCIDENTE,SÃO PAULO,SP,SBMT,15/10/2012,17:42:00,15,10,2012
46487,INCIDENTE,BRASÍLIA,DF,SBBR,16/10/2012,20:00:00,16,10,2012
46650,INCIDENTE,CAMPINAS,SP,SBKP,17/10/2012,11:35:00,17,10,2012
46674,INCIDENTE,RONDONÓPOLIS,MT,SWRD,17/10/2012,20:40:00,17,10,2012
46581,ACIDENTE,CAMPINA GRANDE DO SUL,PR,****,18/10/2012,21:00:00,18,10,2012
46514,ACIDENTE,CAMPO GRANDE,MS,****,20/10/2012,15:00:00,20,10,2012
46648,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,20/10/2012,11:12:00,20,10,2012
46649,INCIDENTE,CAMPINAS,SP,****,20/10/2012,22:43:00,20,10,2012
46625,INCIDENTE,PALMAS,TO,SBPJ,21/10/2012,16:40:00,21,10,2012
46577,INCIDENTE,CAMETÁ,PA,****,22/10/2012,18:38:00,22,10,2012
46513,ACIDENTE,SÃO SEBASTIÃO DA BOA VISTA,PA,****,23/10/2012,12:40:00,23,10,2012
46647,INCIDENTE,PORTO ALEGRE,RS,SBPA,23/10/2012,10:01:00,23,10,2012
46497,ACIDENTE,PORTO ALEGRE,RS,SSBN,24/10/2012,12:05:00,24,10,2012
46574,INCIDENTE,BRASÍLIA,DF,SBBR,24/10/2012,22:50:00,24,10,2012
46498,ACIDENTE,SENTO SÉ,BA,****,25/10/2012,13:00:00,25,10,2012
46512,ACIDENTE,JABOTICABAL,SP,****,25/10/2012,15:00:00,25,10,2012
46675,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,25/10/2012,11:00:00,25,10,2012
46676,INCIDENTE,CARLOS CHAGAS,MG,****,25/10/2012,17:48:00,25,10,2012
52069,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,25/10/2012,18:33:00,25,10,2012
46698,INCIDENTE,CABO FRIO,RJ,SBCB,26/10/2012,15:42:00,26,10,2012
46499,ACIDENTE,CAMPINA VERDE,MG,****,27/10/2012,19:30:00,27,10,2012
46624,INCIDENTE,GOIÂNIA,GO,SBGO,27/10/2012,12:00:00,27,10,2012
46639,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,27/10/2012,22:00:00,27,10,2012
46677,INCIDENTE,GUARULHOS,SP,SBGR,27/10/2012,21:12:00,27,10,2012
52070,INCIDENTE,RIO BRANCO,AC,SBRB,27/10/2012,16:15:00,27,10,2012
46576,INCIDENTE GRAVE,IPATINGA,MG,SBIP,28/10/2012,17:30:00,28,10,2012
46679,INCIDENTE,SANTANA DO ARAGUAIA,PA,SNKE,28/10/2012,11:30:00,28,10,2012
46575,INCIDENTE,RECIFE,PE,SBRF,29/10/2012,02:45:00,29,10,2012
46699,INCIDENTE,MACAÉ,RJ,****,29/10/2012,19:10:00,29,10,2012
46822,INCIDENTE,ROSÁRIO OESTE,MT,****,29/10/2012,11:00:00,29,10,2012
46496,ACIDENTE,SOROCABA,SP,****,31/10/2012,16:30:00,31,10,2012
46562,ACIDENTE,CANARANA,MT,****,31/10/2012,10:05:00,31,10,2012
46582,ACIDENTE,CHAPADA DOS GUIMARÃES,MT,****,01/11/2012,19:49:00,01,11,2012
46597,INCIDENTE,MARABÁ,PA,SBMA,01/11/2012,16:20:00,01,11,2012
46604,INCIDENTE,BRASÍLIA,DF,SBBR,01/11/2012,18:00:00,01,11,2012
46563,ACIDENTE,ARUANÃ,GO,****,02/11/2012,12:00:00,02,11,2012
46572,INCIDENTE GRAVE,CURITIBA,PR,SBBI,02/11/2012,12:26:00,02,11,2012
46589,ACIDENTE,RECIFE,PE,SNEM,02/11/2012,14:30:00,02,11,2012
46564,ACIDENTE,GOIÂNIA,GO,SBNV,03/11/2012,16:50:00,03,11,2012
46588,ACIDENTE,BALNEÁRIO CAMBORIÚ,SC,****,03/11/2012,14:00:00,03,11,2012
46565,ACIDENTE,COTEGIPE,BA,****,04/11/2012,20:00:00,04,11,2012
46683,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,04/11/2012,14:06:00,04,11,2012
46566,ACIDENTE,LUZIÂNIA,GO,SWUZ,05/11/2012,11:55:00,05,11,2012
46573,INCIDENTE GRAVE,SANTO ÂNGELO,RS,SBNM,05/11/2012,20:40:00,05,11,2012
46673,INCIDENTE,MACEIÓ,AL,SBMO,05/11/2012,14:48:00,05,11,2012
46583,ACIDENTE,ALMIRANTE TAMANDARÉ,PR,****,06/11/2012,21:30:00,06,11,2012
46567,ACIDENTE,ALFENAS,MG,****,07/11/2012,16:15:00,07,11,2012
46592,ACIDENTE,QUERÊNCIA,MT,SNGV,07/11/2012,18:00:00,07,11,2012
46568,ACIDENTE,ALEGRETE,RS,****,08/11/2012,11:00:00,08,11,2012
46569,ACIDENTE,ALTÔNIA,PR,****,08/11/2012,19:00:00,08,11,2012
46584,ACIDENTE,ARAPUTANGA,MT,SWYH,08/11/2012,12:10:00,08,11,2012
46694,INCIDENTE,MONTES CLAROS,MG,****,09/11/2012,13:15:00,09,11,2012
46713,INCIDENTE,GOIÂNIA,GO,SBGO,09/11/2012,11:48:00,09,11,2012
46570,ACIDENTE,SÃO PAULO,SP,SBSP,11/11/2012,19:21:00,11,11,2012
52071,INCIDENTE,MACAÉ,RJ,****,11/11/2012,18:00:00,11,11,2012
46651,INCIDENTE,CURITIBA,PR,****,12/11/2012,18:50:00,12,11,2012
46585,ACIDENTE,BAGÉ,RS,SIBK,13/11/2012,18:30:00,13,11,2012
46598,INCIDENTE,PELOTAS,RS,SBPK,13/11/2012,12:00:00,13,11,2012
46633,ACIDENTE,ABADIA DE GOIÁS,GO,****,15/11/2012,12:40:00,15,11,2012
46586,ACIDENTE,URUAÇU,GO,****,16/11/2012,11:50:00,16,11,2012
46605,INCIDENTE,CAMPO GRANDE,MS,SBCG,17/11/2012,11:30:00,17,11,2012
46614,INCIDENTE,BRASÍLIA,DF,SBBR,18/11/2012,22:41:00,18,11,2012
46587,ACIDENTE,CAMPO GRANDE,MS,SBCG,19/11/2012,15:45:00,19,11,2012
46599,INCIDENTE,AGUDOS,SP,****,19/11/2012,16:57:00,19,11,2012
46606,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,19/11/2012,18:05:00,19,11,2012
46687,INCIDENTE,PELOTAS,RS,SBPK,19/11/2012,11:55:00,19,11,2012
46692,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,19/11/2012,18:42:00,19,11,2012
46600,INCIDENTE,SÃO PAULO,SP,SBMT,20/11/2012,15:40:00,20,11,2012
46616,INCIDENTE,VITÓRIA,ES,SBVT,20/11/2012,10:34:00,20,11,2012
46591,ACIDENTE,RIO DE JANEIRO,RJ,****,21/11/2012,11:47:00,21,11,2012
46618,INCIDENTE,BRASÍLIA,DF,SBBR,21/11/2012,18:31:00,21,11,2012
46629,INCIDENTE,ALIANÇA DO TOCANTINS,TO,****,21/11/2012,12:00:00,21,11,2012
46693,INCIDENTE,RIO LARGO,AL,****,21/11/2012,13:10:00,21,11,2012
46590,ACIDENTE,MARICÁ,RJ,SDMC,22/11/2012,11:45:00,22,11,2012
46615,INCIDENTE,SÃO LUÍS,MA,SBSL,22/11/2012,09:50:00,22,11,2012
46593,ACIDENTE,AMERICANA,SP,SDAI,23/11/2012,21:00:00,23,11,2012
46602,INCIDENTE,PINHEIRO,MA,SNYE,23/11/2012,20:55:00,23,11,2012
46612,ACIDENTE,CAMPINA GRANDE,PB,****,23/11/2012,14:47:00,23,11,2012
46617,INCIDENTE,SÃO PAULO,SP,SBMT,23/11/2012,20:00:00,23,11,2012
46603,INCIDENTE,SÃO PAULO,SP,SBMT,24/11/2012,12:33:00,24,11,2012
46714,INCIDENTE,CURITIBA,PR,SBBI,25/11/2012,19:33:00,25,11,2012
46628,INCIDENTE,GOIÂNIA,GO,SBGO,26/11/2012,15:05:00,26,11,2012
46715,INCIDENTE,LONDRINA,PR,SBLO,26/11/2012,17:48:00,26,11,2012
46716,INCIDENTE,CAMPINAS,SP,SBKP,27/11/2012,00:11:00,27,11,2012
46723,INCIDENTE,LONDRINA,PR,SBLO,27/11/2012,17:31:00,27,11,2012
52072,INCIDENTE,BELO HORIZONTE,MG,SBBH,27/11/2012,22:05:00,27,11,2012
